uid,caption,image_path
22b87f7c5ea148c8ba7f351bdba6cbb1,A low-poly red mushroom with a beige stem and underside.,data/processed/images/22b87f7c5ea148c8ba7f351bdba6cbb1.png
b45a40fd145c4b9ba7bc5351d344db17,A collection of rocks.,data/processed/images/b45a40fd145c4b9ba7bc5351d344db17.png
ce27b40895594df4807531b745563574,A complex spiral structure composed of interconnected blue and silver star-shaped elements.,data/processed/images/ce27b40895594df4807531b745563574.png
038c62df397c4569b7ed1c7eec84c8ad,"A small room setup with a large screen, three people, desks with monitors, chairs, and a bicycle rack.",data/processed/images/038c62df397c4569b7ed1c7eec84c8ad.png
ab681285a1474098a4281cf4126dad4c,A brick building with a wooden frame and a blue gabled roof featuring skylights and exposed rafters.,data/processed/images/ab681285a1474098a4281cf4126dad4c.png
b6f72191ec374bb682a754669055effa,"A tall, slender humanoid robot figure with elongated limbs and glowing eyes.",data/processed/images/b6f72191ec374bb682a754669055effa.png
0702f9f3c2ad41048ef25423455bb522,A fork and knife on a red square.,data/processed/images/0702f9f3c2ad41048ef25423455bb522.png
3a3d8d3fc80c42baab590a63b180a65e,A girl wearing a white hoodie and a plaid skirt.,data/processed/images/3a3d8d3fc80c42baab590a63b180a65e.png
bc43b8b9d92e4ffb9ee6e22cf33b509a,A small wooden house with a balcony and a roof.,data/processed/images/bc43b8b9d92e4ffb9ee6e22cf33b509a.png
97160a50c3714eb68959538c049e8ecb,"A circular disk with a slightly raised, flat central area featuring small vertical rectangular protrusions.",data/processed/images/97160a50c3714eb68959538c049e8ecb.png
f243644dda1349b7957f7647f3fcc011,"A small landscape with red-leaved trees, a green grassy base, and a wooden structure underneath the trees.",data/processed/images/f243644dda1349b7957f7647f3fcc011.png
6716696dddf249bca644214c19625895,A white pendant light fixture suspended from the ceiling.,data/processed/images/6716696dddf249bca644214c19625895.png
4e37e1cc563045ba9a9ad2b9e008dc4b,"A pair of irregularly shaped, smooth, glossy objects with a reflective black-and-white surface and subtle red highlights.",data/processed/images/4e37e1cc563045ba9a9ad2b9e008dc4b.png
7e9d680929344787afc9f8ddfeeebdd6,A small pink teapot.,data/processed/images/7e9d680929344787afc9f8ddfeeebdd6.png
64313126353d49f18a4aade59e45c8d9,"A complex composed of four segmented parts: a mostly hollow gray segment with internal structures marked in red, a solid gray segment, a multi-colored segment with nested rectangular sections, and a detailed red lattice-like structure.",data/processed/images/64313126353d49f18a4aade59e45c8d9.png
7ed8b051b5744409ab49f101751ed3dd,"A rectangular brick structure with a crenellated top, decorated with green banners and a red circular emblem, is flanked by dark rock formations on both sides.",data/processed/images/7ed8b051b5744409ab49f101751ed3dd.png
65521fc318b14143bffb2240f128f896,A small wooden stool with four legs and a wooden top.,data/processed/images/65521fc318b14143bffb2240f128f896.png
a735459b48834c57b00e326bd286b959,"A partial interior of a structure with multiple rooms, including walls, furniture, and floor details.",data/processed/images/a735459b48834c57b00e326bd286b959.png
898f08a38e43448a81f0ee84a34beeac,"Wireframe of a building structure featuring green walls, yellow and pink framing elements, and multiple red beams extending from one section.",data/processed/images/898f08a38e43448a81f0ee84a34beeac.png
50b96683b12d4361b5c402dc98007983,"A white rectangular platform with a grid-like black canopy supported by four angled metal legs, featuring colored squares on the surface and angular white structures at the corners.",data/processed/images/50b96683b12d4361b5c402dc98007983.png
09de8d805f6147f2ab22d9b2f4bb3585,Yellow and pink lamp with a square base and a cup-shaped body featuring a handle.,data/processed/images/09de8d805f6147f2ab22d9b2f4bb3585.png
c17011fc6449406081bb0026c1ec0399,A thick-headed hammer with a spiral-patterned handle and a pointed end.,data/processed/images/c17011fc6449406081bb0026c1ec0399.png
a166ba44dcaf4f57a4060b46971f919d,"Three small round ceramic pots with narrow openings, placed on a hexagonal wooden tray with a cracked surface, accompanied by two thin vertical sticks.",data/processed/images/a166ba44dcaf4f57a4060b46971f919d.png
b70650b7164f4ee39254319a15f1b8ec,A dark gray tiltrotor aircraft positioned on a yellow helipad with an H marking.,data/processed/images/b70650b7164f4ee39254319a15f1b8ec.png
0f3cc8ef7d24478fb6d7c021042a62a1,"A small terrain featuring a central blue water body with two gray rocks and a brown log, surrounded by green grass and scattered with small red particles above the surface.",data/processed/images/0f3cc8ef7d24478fb6d7c021042a62a1.png
69869e6779ee4f3a912792216d277285,A rectangular box with two small protrusions on one edge and a cylindrical extension on the opposite side.,data/processed/images/69869e6779ee4f3a912792216d277285.png
880384c4888b49f49d8cec07bfa3a835,"A marble angel sculpture with detailed wings and curly hair, resting on a circular stone base. The sculpture features classical styling with a serene, youthful face and partially draped clothing.",data/processed/images/880384c4888b49f49d8cec07bfa3a835.png
ffba617fbead4bc1adad7d1345ede040,"A hollow, angular frame with multiple rectangular and triangular cutouts creates an abstract geometric shape.",data/processed/images/ffba617fbead4bc1adad7d1345ede040.png
4423bb79477b43879d876adb0d575d08,"A pumpkin wearing a witch's hat is accompanied by a smaller pumpkin, both with a rough surface and orange color.",data/processed/images/4423bb79477b43879d876adb0d575d08.png
79f64d09a3cd496fb4f1ae601f5dafac,Two grey metal pipes.,data/processed/images/79f64d09a3cd496fb4f1ae601f5dafac.png
2584753bf7b94d47a28c283cbd2469b1,"A jagged, irregularly shaped mineral or crystal formation with a combination of metallic gray, white, and beige surfaces.",data/processed/images/2584753bf7b94d47a28c283cbd2469b1.png
d2c8649678a14067bddabf722701c0c5,"A rectangular box with wooden sides, red and beige padded bands wrapping around it, and a beige cushioned base.",data/processed/images/d2c8649678a14067bddabf722701c0c5.png
1dbb0a2a30d9468486050d9538d2b22f,Matte white triangular pyramid on a uniform background.,data/processed/images/1dbb0a2a30d9468486050d9538d2b22f.png
cd879c7221094cc399520011873bb6b7,"A wooden vehicle with large barrel-shaped wheels and a flatbed rear, featuring a cabin with vertical stakes on top.",data/processed/images/cd879c7221094cc399520011873bb6b7.png
1eacb77e6ca647b2a1c7689fd906aa6a,"A religious complex featuring multiple blue and gold-domed buildings, surrounded by trees and a courtyard.",data/processed/images/1eacb77e6ca647b2a1c7689fd906aa6a.png
b553f90c7d5c46c6b026daffd64794bb,A small scene featuring a windmill and a house on a rectangular base.,data/processed/images/b553f90c7d5c46c6b026daffd64794bb.png
a0a71421f7504de5a9f86360ff729e02,"A minimalist room with red walls, a white floor, a black rectangular desk, a black chair, a patterned vertical window, and a framed piece on the wall.",data/processed/images/a0a71421f7504de5a9f86360ff729e02.png
a6c10649af514249a03fe8280d000e81,"A colorful blocky figurine with a blue hat, glasses, and a smiling face graphic on its torso, standing on a purple base.",data/processed/images/a6c10649af514249a03fe8280d000e81.png
d9681694811d4399a730d2f7f6dffbd6,"Golden circular frame with four symmetrically placed support structures surrounding a central sphere with an intricate surface pattern, complemented by minimalist beige accents.",data/processed/images/d9681694811d4399a730d2f7f6dffbd6.png
ae21a2e9bf6c4b4fa57fe3d30a135e04,A pixelated red and white mushroom with black glasses.,data/processed/images/ae21a2e9bf6c4b4fa57fe3d30a135e04.png
368a97e258ba48b181c3d15f043afe17,"A segmented, elongated structure with a round base adorned with multiple feathery appendages and claw-like tips at the opposite end.",data/processed/images/368a97e258ba48b181c3d15f043afe17.png
1686cde547ec479b88c41c00373edf0f,"A complex molecular structure composed of intertwined chains in light blue, red, and yellow, connected to a large green spherical component.",data/processed/images/1686cde547ec479b88c41c00373edf0f.png
50e01f5b5e9a4001964878ba0ffb2f4f,A rusty stone pillar resembling a chimney or pipe.,data/processed/images/50e01f5b5e9a4001964878ba0ffb2f4f.png
364a96d744f3461f862e5374b3d38ed7,A brass telescope on a tripod.,data/processed/images/364a96d744f3461f862e5374b3d38ed7.png
109a42a9d772466a9f5342d66325fe93,"Fragment of gothic architecture featuring pointed arches, intricate tracery, and weathered stone with a wooden door.",data/processed/images/109a42a9d772466a9f5342d66325fe93.png
8283d9c4e6f5479182415c8fd85816f5,"A beige-colored church with a tall bell tower, arched windows, a stained glass window, a tiled roof, and a small fenced courtyard featuring a fountain.",data/processed/images/8283d9c4e6f5479182415c8fd85816f5.png
62ccabc4e78b4822ac8c5af74fe9c66a,"A collection of medieval stone architectural elements, including arched windows, stone walls, a wooden portcullis, a cylindrical tower component, and a circular platform with a small object.",data/processed/images/62ccabc4e78b4822ac8c5af74fe9c66a.png
cb2897d6bc5f4424b481c3c1190d66ae,"A thin, roughly triangular, light-colored stone tool or artifact with uneven surfaces and some faint markings.",data/processed/images/cb2897d6bc5f4424b481c3c1190d66ae.png
e5ec0f510a384d4f896529c297620ca7,"A wooden treasure chest with white metal reinforcements, open and spilling gold coins.",data/processed/images/e5ec0f510a384d4f896529c297620ca7.png
cb2100c25977450c8491c10c8eb8a3f8,A rectangular wedge with a rounded top edge and small notches at the bottom corners.,data/processed/images/cb2100c25977450c8491c10c8eb8a3f8.png
0d4593f431f94de9a94815ec2c7715e9,"A medical ultrasound machine with wheels, featuring a monitor, a control panel with buttons and knobs, and probe holders.",data/processed/images/0d4593f431f94de9a94815ec2c7715e9.png
ac9f57ecbed6453db78755cb8802c90d,"Three metallic bullets with pointed tips, varying in size and orientation, displayed against a black background.",data/processed/images/ac9f57ecbed6453db78755cb8802c90d.png
a00b970c02c244b2bc359b1d3f19df9f,"A small landscape scene featuring two snow-capped mountains, a shining sun, clouds, green grass, a cactus, various trees, mushroom plants, and sandy ground.",data/processed/images/a00b970c02c244b2bc359b1d3f19df9f.png
578f5a1461a7441aad8a3a92f16ae94e,"Monochromatic, simplified frying pan with a long handle and a wide, shallow pan.",data/processed/images/578f5a1461a7441aad8a3a92f16ae94e.png
4c517af4d5ca4f7592f26d56d301f7f2,A futuristic jet fighter spaceship in flight.,data/processed/images/4c517af4d5ca4f7592f26d56d301f7f2.png
fac4bcded8284e03b0e6735a6229cbf6,"A rectangular gray structure resembling a futuristic garage or hangar with a wide entrance, featuring red and blue markings, scuff marks, and a robotic figure visible inside.",data/processed/images/fac4bcded8284e03b0e6735a6229cbf6.png
d36ca4afac9e46b5a6882c0a4d363fc4,"A tall, irregularly shaped object with a stepped base and an overhanging top edge.",data/processed/images/d36ca4afac9e46b5a6882c0a4d363fc4.png
4ffb61a65f8147a38a2e5469a06f6727,"A simplified, blocky beige handgun with a gray magazine.",data/processed/images/4ffb61a65f8147a38a2e5469a06f6727.png
a44de45e4ec64418936d72dbb07f0a80,A low-resolution antique flintlock pistol with a brown wooden handle and a silver barrel.,data/processed/images/a44de45e4ec64418936d72dbb07f0a80.png
f7be2cd486c9432a9a05ead0ff3fdc35,"A camouflaged tent with a peaked roof supported by four tall, thin poles at each corner.",data/processed/images/f7be2cd486c9432a9a05ead0ff3fdc35.png
eec3dea8ce524bd89100de7c1ace1953,"A modern chair with a high backrest, flat seat, and wide, angled base.",data/processed/images/eec3dea8ce524bd89100de7c1ace1953.png
ac6fc3a8e70640aaae2d81a11af02447,An axe with a gray blade and a brown handle featuring two bends.,data/processed/images/ac6fc3a8e70640aaae2d81a11af02447.png
bf7b4b99f23947a5841b4397db1d4aba,"A stylized figure wearing a dark outfit with gloves, boots, a cloak, and a top hat, featuring a distinctive white plague doctor mask with a long beak.",data/processed/images/bf7b4b99f23947a5841b4397db1d4aba.png
06316fd92ffb4aba97e5d1e9d476a9bf,A rectangular structure with a grid-like frame features curved yellow and purple lines forming a wave pattern on the top surface and is supported by white vertical columns.,data/processed/images/06316fd92ffb4aba97e5d1e9d476a9bf.png
99b346cd1e19415781636832a70644ac,"A red, blue, and gray robot figure with a spider-themed chest emblem, mechanical arms, and antennas on its back.",data/processed/images/99b346cd1e19415781636832a70644ac.png
19e4d4de88cd46caab47bb4bf2bc3484,A faceted object with irregular surfaces displaying partial reflections of an indoor scene with furniture and decorations.,data/processed/images/19e4d4de88cd46caab47bb4bf2bc3484.png
981e4adf35264446ae943cd18fefe17d,"A ghostly figure with a long, flowing form, holes resembling eyes, and an elongated mouth.",data/processed/images/981e4adf35264446ae943cd18fefe17d.png
b44cef414c4b4c2fb6dd6ff9b07a826c,A gray granite square slab with a rough surface and varied speckles.,data/processed/images/b44cef414c4b4c2fb6dd6ff9b07a826c.png
c387ae6f04744bba966928c822309cb4,"A traditional knife with a curved blade, a dark wooden handle, and an intricately carved wooden sheath.",data/processed/images/c387ae6f04744bba966928c822309cb4.png
c7e905e5f7804bfcb48987e6ec80a26d,White flint arrowhead.,data/processed/images/c7e905e5f7804bfcb48987e6ec80a26d.png
6fa00b817257455b903d2ba9dc51bbcb,"A complex, asymmetrical multi-level structure with various protrusions and recessed sections.",data/processed/images/6fa00b817257455b903d2ba9dc51bbcb.png
c65dcbbc4d95465d975cac13610bbdf3,A yellow and silver shield with a white design.,data/processed/images/c65dcbbc4d95465d975cac13610bbdf3.png
3f02489c72944630a747ee3dfb8bbd16,A sword.,data/processed/images/3f02489c72944630a747ee3dfb8bbd16.png
6eb27ec854f04a31970b247777420d13,A purple chair and table on a checkered floor.,data/processed/images/6eb27ec854f04a31970b247777420d13.png
c292e76a751f4bb587352090fc369073,A modern wooden chair with curved slats and lines.,data/processed/images/c292e76a751f4bb587352090fc369073.png
32a6b5e135734b63835dad5a39f43dcc,The structure is a small concrete construction with two rectangular pillars supporting two overlapping horizontal slabs on a grassy base that includes scattered debris and red cones.,data/processed/images/32a6b5e135734b63835dad5a39f43dcc.png
564f41e75ced4ba4bee2679148dc2cfb,"A rectangular wooden shield reinforced with dark metal edges and corner protectors, featuring metal straps and a central metal emblem.",data/processed/images/564f41e75ced4ba4bee2679148dc2cfb.png
a5915e9831ff4396a20e422fec552cef,"A small house-shaped structure with a slanted roof, mounted on a large, round, flat base. The roof and base appear to have a light marble-like surface, while the walls have a wooden appearance.",data/processed/images/a5915e9831ff4396a20e422fec552cef.png
42daa9b18a044dea87e58cef41726047,"A geometric structure featuring an orange base with a blue angular outline on top, three white rectangular blocks positioned above and around the base, and several blue thin lines extending from the base. The interior section of the base reveals a gray inset with a continuation of the blue outline.",data/processed/images/42daa9b18a044dea87e58cef41726047.png
b2b3da59d473491c96306abcb3f96d49,A cluster of stylized orange rocks with visible cracks and angular surfaces.,data/processed/images/b2b3da59d473491c96306abcb3f96d49.png
a024d1931da44ae595f6c484396f9f69,A square building roof structure with detailed wooden trusses and a pergola-style framework surrounding an open central area.,data/processed/images/a024d1931da44ae595f6c484396f9f69.png
b9e33b4dd34f4d97b5bfa9402dc3ea25,White plastic ring.,data/processed/images/b9e33b4dd34f4d97b5bfa9402dc3ea25.png
252a489e6272403a8ecc35a59a73a3bf,A matte white cuboid with a uniform color and smooth surfaces.,data/processed/images/252a489e6272403a8ecc35a59a73a3bf.png
057ca307291641588f47136ea502b4de,"A pink and green building featuring stacked containers, drums, and an oil storage tank.",data/processed/images/057ca307291641588f47136ea502b4de.png
ec1dbe1414c34fcba4b5825a7555b44a,"An irregularly shaped, pale rock with faint markings.",data/processed/images/ec1dbe1414c34fcba4b5825a7555b44a.png
4224417b0d88479491a093dd083966ef,"A futuristic, compact robotic device featuring a rounded blue-gray body with white and yellow accents, equipped with multiple flexible black tubes extending from its bottom and mechanical arm-like structures on its sides.",data/processed/images/4224417b0d88479491a093dd083966ef.png
95f9346c5dc044759aa9b2170a2ef437,A dragon chess piece holding a ball.,data/processed/images/95f9346c5dc044759aa9b2170a2ef437.png
d4f55ec8819d4beeb5a0d22bb9202e27,"A construction site with dirt piles, machinery, equipment, and surrounding trees and grass areas.",data/processed/images/d4f55ec8819d4beeb5a0d22bb9202e27.png
5d861e5d40e74f7589c07921db55179e,A small green pine tree.,data/processed/images/5d861e5d40e74f7589c07921db55179e.png
150043a14ad64c449af36cafecf61f9a,A multi-level building structure with a flat base and various rooftop elements.,data/processed/images/150043a14ad64c449af36cafecf61f9a.png
f769075184034cc29f49f885ddfcaf0e,"A multi-level architectural framework with structural beams, columns, and floor slabs in various colors representing different components.",data/processed/images/f769075184034cc29f49f885ddfcaf0e.png
14a1e7cf66e5474da13d844c217a5cb2,A red chandelier hanging from a chain.,data/processed/images/14a1e7cf66e5474da13d844c217a5cb2.png
5ab616cc75a440d1a3add1cc4bbba6b8,A rectangular brick structure with a large blue flat roof and two internal beige panels separated by a central beam.,data/processed/images/5ab616cc75a440d1a3add1cc4bbba6b8.png
90ef745ad7dc4aa5bb069beb4cf1de57,"A small brown house with a green roof, chimney, and surrounding trees is positioned on a white rectangular plot.",data/processed/images/90ef745ad7dc4aa5bb069beb4cf1de57.png
12b65715c6214cbe8f66fe4a7b9af4f3,"Terrain featuring a prominent snow-capped volcano surrounded by varied landscapes, including green vegetation, rocky areas, and bodies of water.",data/processed/images/12b65715c6214cbe8f66fe4a7b9af4f3.png
a5a20d82210046089c86be18830df01a,"A round watch face with the Statue of Liberty in gold tones, attached to a brown leather strap.",data/processed/images/a5a20d82210046089c86be18830df01a.png
275b9204c80f416ba1caca1b956076a9,A wooden staircase with a minimalist white railing and surrounding walls.,data/processed/images/275b9204c80f416ba1caca1b956076a9.png
e2aae15959034c25b7f109c4664cefce,"A multi-level modern architectural structure with open spaces, large windows, and varied overhanging roof sections on a textured base.",data/processed/images/e2aae15959034c25b7f109c4664cefce.png
24d57abcdf0247068bed9c5fdecf6b38,White long-nose pliers with insulated handles and a metal joint hinge for gripping and cutting functions.,data/processed/images/24d57abcdf0247068bed9c5fdecf6b38.png
b26733fcf2134f5593e1d12337b25088,A three-sided open box with two green vertical walls and one blue horizontal wall forming an angular shape.,data/processed/images/b26733fcf2134f5593e1d12337b25088.png
bd263c733da84e79a085a5ed3e3bce93,A matte white abstract geometric sculpture featuring a rounded cavity on one side and a stepped cuboid protrusion on the opposite side.,data/processed/images/bd263c733da84e79a085a5ed3e3bce93.png
c2380527c11b4347bebf19909fec1870,"A white cubic robot with red and black markings, four gray wheels, a blue nozzle at the bottom center, and a tall antenna extending upward.",data/processed/images/c2380527c11b4347bebf19909fec1870.png
8638c9a0b3d34efebf7ef82d27877a15,"A wooden chaise lounge with curved armrests and legs, featuring a tufted, red cushioned seat.",data/processed/images/8638c9a0b3d34efebf7ef82d27877a15.png
efab40d03bed4b13958f0b91d09512f0,A cluster of irregularly shaped rock formations with varying heights and a small detached rock piece.,data/processed/images/efab40d03bed4b13958f0b91d09512f0.png
c91583f3c5e14e9b9d3231a5e1c6a495,"Amber-colored sculpture of a seated figure with stylized features, including hair in an updo and drapery over the lap.",data/processed/images/c91583f3c5e14e9b9d3231a5e1c6a495.png
1ae1b9729c7d4bd2bd024dc4da5cf371,"Caption: Showing two parallel rectangular blocks labeled ""P"" and ""15 kN,"" connected by a smaller middle section.",data/processed/images/1ae1b9729c7d4bd2bd024dc4da5cf371.png
150d68ff69e2491da40a1c8191137e8f,A cracked and partially broken ancient bowl with a textured exterior and a red interior coating.,data/processed/images/150d68ff69e2491da40a1c8191137e8f.png
d4b10bd7090a46fcb52858480d3d1d57,"A figurine of a woman with blonde hair styled with a purple streak, wearing a light blue ball gown with a fitted bodice and a full skirt.",data/processed/images/d4b10bd7090a46fcb52858480d3d1d57.png
2182daa473ef4bd2a5f89d71b07c3dec,A man dancing and doing yoga.,data/processed/images/2182daa473ef4bd2a5f89d71b07c3dec.png
0ac549fe48eb4351968acafce7d792a5,A LEGO-style figurine dressed in white with yellow and blue Egyptian pharaoh headgear and detailed torso printing.,data/processed/images/0ac549fe48eb4351968acafce7d792a5.png
8277fa6da71c4cf48c648345d93664cf,"A slim, rectangular tablet device with a rear Apple logo and a port at the bottom edge.",data/processed/images/8277fa6da71c4cf48c648345d93664cf.png
7f3955b789b047a4abd29511941c3f90,A pair of tortoiseshell eyeglasses with rounded lenses and subtle gold accents near the hinges.,data/processed/images/7f3955b789b047a4abd29511941c3f90.png
91412a9b6c2840019c4cb928bac9309c,A small house with trees and grass in a field.,data/processed/images/91412a9b6c2840019c4cb928bac9309c.png
152d53dd99704c50b3fe2e181a5a799f,A structural framework of a building with exposed wooden trusses and blue roofing sections.,data/processed/images/152d53dd99704c50b3fe2e181a5a799f.png
448474b302be4035baa2895878d6b29b,"A six-wheeled rover equipped with solar panels, a camera mast, and scientific instruments.",data/processed/images/448474b302be4035baa2895878d6b29b.png
60680d23a2514727a16c22d56f650a8f,"A minimalist architectural structure with an elevated flat platform, a vertical wall extending above it, a large angled panel attached to the platform, and a staircase leading up to the platform.",data/processed/images/60680d23a2514727a16c22d56f650a8f.png
e8be8f30f06948f583604fc05026b230,"A small wooden cabinet with two doors, each featuring a round knob handle.",data/processed/images/e8be8f30f06948f583604fc05026b230.png
7ca12aef1cf44f12a03384c21497482c,A white head with horns.,data/processed/images/7ca12aef1cf44f12a03384c21497482c.png
1d96e87c994b4f6aa45de54faf7188d5,"A group of stylized mushrooms with purple stems, blue caps, and two with green caps.",data/processed/images/1d96e87c994b4f6aa45de54faf7188d5.png
9b4acc4a177c41e984a0199c6fdcf90e,"A smooth, spiral seashell with a cream-colored base and irregular brown striped patterns.",data/processed/images/9b4acc4a177c41e984a0199c6fdcf90e.png
302c29bdd0e84b1ea26abbb831c0e11f,Red and black packaging box for washing-up liquid with barcode design elements and text stating 500 g and 100% ORGANIC.,data/processed/images/302c29bdd0e84b1ea26abbb831c0e11f.png
9417bf1788e744aba02dc71d513513c2,A tall white police box tower.,data/processed/images/9417bf1788e744aba02dc71d513513c2.png
7226d18437c04038a5501c15bc184685,"U-shaped metallic object with a glossy surface, featuring a central black spike and cut-out notches on the sides, with embossed text and logo details.",data/processed/images/7226d18437c04038a5501c15bc184685.png
a6d0d1f610414bd7afbd602bf5539c99,"A cylindrical screw with a flat, wide head featuring radial notches and a threaded shaft.",data/processed/images/a6d0d1f610414bd7afbd602bf5539c99.png
b32d11f3a7df4019b839d3925294d271,A rectangular base with four vertical cylindrical structures evenly spaced along one edge.,data/processed/images/b32d11f3a7df4019b839d3925294d271.png
b31bb996aaf642a3b3706f5511ecd681,"Ancient ceramic amphora with two handles and a patterned design, featuring ochre and terracotta colors, with visible signs of aging and weathering.",data/processed/images/b31bb996aaf642a3b3706f5511ecd681.png
31e13cab4ffe46b98ce28ab8bc503930,"Corner-shaped object with three perpendicularly intersecting beams of equal length, depicted in a uniform matte white color.",data/processed/images/31e13cab4ffe46b98ce28ab8bc503930.png
70a5277a8791479aa19fb1fe07c0af9f,"A rectangular wireframe structure with a grid base and angled supports along the edges, mounted on a flat rectangular platform.",data/processed/images/70a5277a8791479aa19fb1fe07c0af9f.png
581ffbb735f8454f80b428e99ffe8eb8,A sculpture of a bird perched on a base covered with foliage.,data/processed/images/581ffbb735f8454f80b428e99ffe8eb8.png
9eeea659f4154d4c90880918e17bf2a6,A rocky terrain section with graffiti-covered concrete fragments and scattered vegetation.,data/processed/images/9eeea659f4154d4c90880918e17bf2a6.png
99fb056766284b31839050898a85a1b0,"A two-level spiral staircase with wooden steps, white railings, and partial gray walls, set on a wooden floor.",data/processed/images/99fb056766284b31839050898a85a1b0.png
88d483f72783484f9d2ae51389cb2880,"A two-level architectural structure with a staircase, featuring an open rectangular floor on top and a large, flat, tiled base below.",data/processed/images/88d483f72783484f9d2ae51389cb2880.png
